Street Workout,50.77896,15.064909
Sluneční hodiny,50.777749,15.067329
Soví reliéf,50.778008,15.06817
Sedmikráska,50.774562,15.057963
Geoprint,50.77446,15.056478
Ruprechtická plastika,50.773372,15.055604
F.X.Šalda,50.772378,15.054091
Lion,50.772636,15.052965
Graffiti,50.772923,15.051
Lev,50.773187,15.051038
Gotham Graffiti,50.772956,15.050569
Zelený obličej,50.772162,15.048473
Sungarden,50.773943,15.04793
Detske Hriste,50.769664,15.045461
Církevní Kostel,50.769627,15.048042
Galerie Trabura,50.77036,15.051292
ACS Harcov,50.770142,15.086098
TUL Building M,50.770947,15.087398
Bicykel,50.767017,15.089091
Brána,50.781435,15.056348
Grafity Vlak,50.770965,15.085226
Klub Vlak,50.770567,15.084758
Industriální Hřiště,50.768862,15.082321
Jobstudent,50.770105,15.086618
Restaurace u Vachy,50.771283,15.086899
Playground Had Club,50.77015,15.088664
Modernizace Tramvajové Tratě v Úseku Klicperova-U Lomu,50.762322,15.075547
Ornamenty,50.768538,15.057241
Buddha Statue,50.767198,15.050687
Preciosa,50.767023,15.048812
Zeus,50.766236,15.051439
Zapomenuta Tvar,50.765523,15.049556
Venkovni Posilovna Za Humny,50.765183,15.048207
Opičák,50.77276,15.026009
Bitva U Liberce Rekonstrukce,50.767664,15.025665
Lesík U Letiště,50.773061,15.02488
Nebeske Rybnicky,50.771865,15.024277
Stromovy Duch,50.771358,15.024906
Kamenná Skupinka,50.775618,15.029145
Bauhaus,50.776702,15.024642
Zlaté Návrší,50.778003,15.025249
Nastrojarna Resl Mural,50.77677,15.01812
Zajatecký Tábor,50.771425,15.014035
1914 - 1918,50.774105,15.00745
Hier ruhen in Frieden,50.768859,15.009807
Poničená Střelnice,50.763053,15.055993
Budova Doby Minulé,50.768106,15.052107
Dětské hřiště v parku Budyšínská,50.774752,15.060927
Stone Statue in the Yard,50.765434,15.073642
Socha v parčíku,50.764078,15.075816
Dětské pískoviště,50.76355,15.075664
Socha na Králáku,50.766065,15.076674
posezeni v lesoparku,50.767326,15.075848
Smiley,50.769149,15.077319
Hřiště na přehradě,50.770288,15.072464
Dětské hřiště nad přehradou,50.771055,15.07252
Info Board Prehrada,50.769692,15.071612
Krakonoš restaurace,50.767186,15.082594
Flags,50.771283,15.085502
Horolezecká Stěna,50.771326,15.086591
Letajici Sekacka,50.768788,15.08562
Zelené Srdce Liberce Vstup Od Pritoku,50.770153,15.082657
Bily Mlyn,50.770371,15.083684
Sportovní Areál Harcov,50.769692,15.092228
Lanové centrum Harcov,50.77076,15.092058
Playground2 Kunraticka,50.764458,15.092592
Louka,50.76586,15.089542
Girl On Wall,50.76858,15.090235
Kuchař,50.760705,15.089257
Statue Franklinova,50.764192,15.085563
Starožitný motocykl,50.761643,15.088399
Lady of Stone,50.764088,15.08382
Hřiště Pohoda,50.763895,15.081762
Plastika U Lomu,50.763835,15.079117
Playground Kunratická,50.762185,15.092904
Kunratice Pískoviště,50.761658,15.090907
Růže,50.784233,15.060897
Sluneční Hodiny,50.781633,15.062039
Street Art Cheese,50.78159,15.056613
Lyžařská Stezka,50.776309,15.094546
Liebiegova Lesní vila,50.776421,15.091108
Lesni vila - Vila Heinricha Liebiega,50.775621,15.090923
Lbc Vysina Smernik,50.772531,15.093102
Jírovec Madal,50.773871,15.087452
Lípa,50.774127,15.085415
Old Radio Station,50.774215,15.084569
Jezis na skale,50.782053,15.112345
Pamatnik I.ww v Rudolfove,50.787024,15.110503
Strážní Buk,50.782688,15.095454
Ježíš Na Kříži - Harcov Kostel,50.7676,15.098123
CHKO Jizerske hory,50.769138,15.102727
Kdo Bydli V Korunach,50.763279,15.036071
Sportovni Areal LBC,50.764068,15.035523
82 Vůní,50.770214,15.054743
Lví hlava,50.770661,15.057465
Dům Historický,50.770669,15.055114
Anděl 16,50.772403,15.060473
Památník války,50.768821,15.069716
Staje,50.779171,15.041279
Pošta Kunratická,50.76125,15.095974
Taurus,50.78169,15.036477
Skrytý Památník,50.76242,15.065945
Posezení u vodárny Liberec,50.780448,15.087837
Lbc socha ve výklenku,50.762279,15.064402
INRI u dálnice,50.777618,15.034803
Jezdecký Klub,50.778517,15.039995
Autíčko Kunratická,50.760315,15.097456
Krizek S Kaplickou 1806,50.763148,15.107513
LNS Harcov 3/11,50.762722,15.120645
Lns Harcov 1/11,50.76003,15.117932
LNS harcov 6/11,50.767182,15.123187
Vendelínův Hlídací Vodník,50.760755,15.112206
Pomnik Kaja Oulehla,50.773851,15.1144
Inri Rudolfov,50.787713,15.112633
Rudolfov - Misto Kde Zijeme,50.785737,15.114949
Mesni Kamen,50.781368,15.115088
Holubuv Kriz,50.789409,15.103661
Skautska Studánka,50.784307,15.094726
Sněžná,50.780149,15.100846
Lesní Koupaliště,50.786075,15.082208
Vodarna Liberec,50.782293,15.085937
Střelnice Ruprechtice,50.793625,15.078616
Křížová cesta I. zastavení,50.793712,15.072522
Křížová cesta III. zastavení,50.793963,15.072944
Kostel U Obrázku,50.794581,15.074498
Křížová cesta XIV. zastavení,50.794958,15.075263
Kríž U obrázku,50.794847,15.075877
Krizova cesta XI Zastavení,50.794791,15.07418
Osídlení Kateřinek - 1945,50.79975,15.072951
Krizek V Karerinkach,50.802194,15.073701
Obnovení Pastvy Ovcí,50.803249,15.07368
Lípa V Ulici V Rokli,50.803473,15.06009
Kříž Buková,50.79871,15.060928
Křížek,50.788215,15.065262
Římskokatolický kostel sv. Antonína z Padovy,50.788604,15.064905
Kamenné Listy,50.787591,15.063842
Ruprechticky Lesik Info 2,50.787803,15.060299
Erbaut Von Josef Pilz,50.788964,15.061791
Spartakiáda  Václav Plechatý 1975,50.786241,15.057181
Tri Hroby Tri Krize,50.789933,15.090091
Children Playground,50.785347,15.043497
Kaple V Selské Ulici,50.78349,15.036479
Strážní Věž,50.789552,15.042879
Big Stone Head,50.750171,15.061902
Cerna Vdova,50.747932,15.063122
Plakátovací plocha Na Rudě,50.755799,15.079936
Playground Dobiasovka,50.751086,15.063983
Rochlice - Railway Station,50.74713,15.061843
Skulptury u Penny,50.750785,15.062013
Pískoviště Halasova,50.750691,15.067603
Detske hriste U Sila,50.753898,15.076998
Skupina 4 lip Duhova ul.,50.754777,15.072569
Industrial Statue,50.751453,15.066042
Čtverec,50.750709,15.069864
Pluh Transpan,50.749054,15.053722
Rochlice Kaplicka,50.744251,15.06148
Svatý ve Vesci,50.739468,15.060707
Rodinka,50.738541,15.064552
Rada dětí a Mládeže,50.74015,15.065322
Old Playground,50.740947,15.067322
Zapomenutý Kříž,50.741348,15.06918
Kříž u cesty-Vesec,50.737043,15.074523
Lípa Srdčitá,50.737818,15.081851
Luční Potok,50.732148,15.078576
Sportovní areál Vesec,50.729375,15.069508
INRI 1938,50.730368,15.071299
Kaplička,50.730649,15.058784
Motorbike Memorial,50.729134,15.051546
Přírodní Park Ještěd,50.735935,15.012309
Spodní stanice lanovky Skalka,50.736151,15.013403
Přírodní park Ještěd,50.73735,15.012013
Cyklotrasa Odra,50.740961,15.020586
Sokol Hanychov,50.743105,15.023248
Leonardo D.V.,50.745265,15.028092
Old Post,50.747513,15.027686
Křížek,50.743611,15.032567
Lanovky a sjezdovky Ještěd,50.736086,15.001689
Dvorakuv Kriz,50.740981,14.996045
Info Tabule,50.736292,14.98877
OC Nisa,50.74195,15.04758
Playground Za Humny,50.738044,15.05524
Single Mast Pyramida,50.745731,15.090938
Cedule - Lesopark,50.745705,15.090345
Lesopark Zámecký Vrch,50.745276,15.091071
Vratislavická pošta,50.743938,15.090541
Zámecká Konírna,50.743691,15.090836
Vratislavice - Lesní Muž,50.744482,15.092359
Hlava Lva,50.744367,15.092061
Vratislavice - Památník Městys,50.742791,15.093574
Baechvolejballove hriste,50.744024,15.094627
